id,title,genres,Action,Adventure,Casual,Early Access,Free to Play,Gore,Indie,Massively Multiplayer,Nudity,RPG,Racing,Sexual Content,Simulation,Sports,Strategy,Violent
198.0,Space Engineers,Action;Indie;Simulation;Strategy,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
204.0,Dying Light,Action;RPG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210.0,Path of Exile,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
216.0,This War of Mine,Adventure;Indie;Simulation,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
219.0,Elite Dangerous,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
243.0,Portal 2,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.0,Grim Dawn,Action;Adventure;Indie;RPG,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
285.0,Star Trek Online,Free to Play;Massively Multiplayer;RPG,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
297.0,Fishing Planet,Free to Play;Massively Multiplayer;Simulation;Sports,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
313.0,Kenshi,Action;Indie;RPG;Simulation;Strategy,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
314.0,rFactor 2,Racing;Simulation;Sports,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
328.0,Borderlands 2,Action;RPG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341.0,PlanetSide 2,Action;Free to Play;Massively Multiplayer,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
344.0,Kerbal Space Program,Indie;Simulation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
347.0,Trove,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
354.0,Prison Architect,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
366.0,The Long Dark,Adventure;Indie;Simulation;Strategy,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
382.0,Killing Floor 2,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.0,Company of Heroes 2,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
411.0,Portal,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418.0,Gang Beasts,Action;Adventure;Casual;Indie,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
431.0,Stranded Deep,Adventure;Indie;Early Access,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
440.0,Automation - The Car Company Tycoon Game,Simulation;Strategy;Early Access,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
455.0,Left 4 Dead,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467.0,Neverwinter,Adventure;Free to Play;Massively Multiplayer;RPG,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
480.0,Geometry Dash,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
517.0,Undertale,Indie;RPG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
535.0,Counter-Strike,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.0,Black Mesa,Action;Adventure;Indie;Early Access,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
559.0,Outlast,Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
566.0,Battle Brothers,Indie;RPG;Strategy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
583.0,Warface,Action;Free to Play;Massively Multiplayer,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
597.0,"Papers, Please",Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
599.0,Half-Life 2,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621.0,Goat Simulator,Casual;Indie;Simulation,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
624.0,Fable Anniversary,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
625.0,Keep Talking and Nobody Explodes,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
632.0,Call to Arms,Action;Free to Play;Indie;Simulation;Strategy,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
643.0,Crusader Kings II,RPG;Simulation;Strategy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
672.0,Metro 2033 Redux,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691.0,Dead Space,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704.0,Viscera Cleanup Detail,Indie;Simulation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
710.0,BioShock Infinite,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718.0,Hero Siege,Action;Adventure;Indie;Massively Multiplayer;RPG,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
732.0,Half-Life,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736.0,Prey,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764.0,Starbound,Action;Adventure;Casual;Indie;RPG,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
775.0,Dishonored,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789.0,Rivals of Aether,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
836.0,Heroes & Generals,Action;Free to Play;Indie;Massively Multiplayer,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
870.0,Far Cry 3,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916.0,Unturned,Action;Adventure;Casual;Free to Play;Indie,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
935.0,Paint the Town Red,Action;Indie;Early Access,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
952.0,Victoria II,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
967.0,Dungeon Defenders II,Action;Free to Play;Indie;RPG;Strategy,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
995.0,Little Inferno,Adventure;Casual;Indie,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1006.0,TerraTech,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1012.0,The Evil Within,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057.0,The Universim,Indie;Simulation;Strategy;Early Access,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1070.0,Mortal Kombat X,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072.0,Tomb Raider,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097.0,SOMA,Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1100.0,Company of Heroes,Violent;Action;Strategy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1117.0,Empyrion - Galactic Survival,Adventure;Indie;Simulation;Strategy;Early Access,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1128.0,Crypt of the NecroDancer,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1152.0,Besiege,Indie;Simulation;Early Access,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1156.0,Town of Salem,Indie;RPG;Strategy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1163.0,Broforce,Action;Adventure;Casual;Indie,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1181.0,Banished,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1191.0,Max Payne 3,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197.0,Pillars of Eternity,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1228.0,Mini Metro,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1232.0,Stronghold Crusader 2,Simulation;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1233.0,POSTAL 2,Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1272.0,The Jackbox Party Pack 2,Casual;Indie;Strategy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1274.0,Tales of Zestiria,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1289.0,Saints Row IV,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299.0,Five Nights at Freddy's,Indie;Simulation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1307.0,L.A. Noire,Adventure;Strategy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1310.0,Hotline Miami,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1330.0,Elsword,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
1403.0,Dungeon Defenders,Action;Indie;RPG;Strategy,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1411.0,Mad Max,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422.0,Poly Bridge,Indie;Simulation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1427.0,Craft The World,Indie;RPG;Simulation;Strategy,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1430.0,To the Moon,Adventure;Indie;RPG,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1433.0,DOOM 3,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436.0,100% Orange Juice,Indie;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1437.0,Stronghold Crusader HD,Simulation;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1453.0,Road Redemption,Action;Adventure;Indie;Racing;Simulation,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1460.0,FINAL FANTASY IV,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1463.0,Sniper Elite 3,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475.0,Transformice,Free to Play;Indie;Massively Multiplayer,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1476.0,Homeworld Remastered Collection,Simulation;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1484.0,The Jackbox Party Pack,Casual;Indie;Strategy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1492.0,SpeedRunners,Action;Casual;Indie;Racing;Sports,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1495.0,NEKOPARA Vol. 1,Sexual Content;Nudity;Casual;Indie,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1539.0,AdVenture Capitalist,Casual;Free to Play;Indie,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1595.0,FINAL FANTASY III,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1598.0,The Stanley Parable,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1603.0,Team Fortress Classic,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608.0,Stronghold Kingdoms,Free to Play;Massively Multiplayer;Strategy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1617.0,Blood Bowl 2,Sports;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1623.0,Torchlight II,Action;Adventure;Indie;RPG,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1635.0,Ticket to Ride,Casual;Indie;Strategy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1650.0,HuniePop,Indie;RPG;Simulation;Strategy,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1657.0,Armello,Adventure;Indie;RPG;Strategy,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1689.0,Duck Game,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1698.0,RUNNING WITH RIFLES,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1702.0,The Wolf Among Us,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707.0,Five Nights at Freddy's 2,Indie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1727.0,Age of Wonders III,RPG;Strategy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1758.0,The Room,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1772.0,Machinarium,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1773.0,The Talos Principle,Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1783.0,Day of Defeat,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788.0,Ricochet,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804.0,FINAL FANTASY VII,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1809.0,Magicka 2,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814.0,Spiral Knights,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
1837.0,Star Conflict,Action;Free to Play;Massively Multiplayer;Simulation,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1838.0,Assassin's Creed Freedom Cry,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850.0,Alan Wake,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873.0,EverQuest II,Free to Play;Massively Multiplayer;RPG,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1908.0,Game Dev Tycoon,Casual;Indie;Simulation;Strategy,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1945.0,Five Nights at Freddy's 4,Action;Indie;Strategy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1987.0,Hacknet,Indie;Simulation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2000.0,Painkiller Hell & Damnation,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002.0,War for the Overworld,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2004.0,Worms Armageddon,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009.0,The Binding of Isaac,Action;Adventure;Indie;RPG,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019.0,Quake,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025.0,LIMBO,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2033.0,Deathmatch Classic,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036.0,THE KING OF FIGHTERS XIII STEAM EDITION,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053.0,Zombie Army Trilogy,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062.0,Peggle Deluxe,Casual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2095.0,Verdun,Action;Indie;Strategy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2110.0,Galactic Civilizations III,Indie;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2113.0,Magicka,Action;RPG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2126.0,Overgrowth,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2147.0,Champions Online,Free to Play;Massively Multiplayer;RPG,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2161.0,Grim Fandango Remastered,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196.0,Tales of Maj'Eyal,Adventure;Indie;RPG,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2200.0,Rising World,Action;Adventure;Indie;RPG;Early Access,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2225.0,Farming Simulator 15,Simulation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2227.0,Darksiders II Deathinitive Edition,Action;Adventure;RPG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2252.0,Transistor,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2265.0,Psychonauts,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269.0,Supreme Commander 2,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2288.0,Stronghold HD,Simulation;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2290.0,DRAGON BALL XENOVERSE,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293.0,Puzzle Pirates,Adventure;Casual;Free to Play;Massively Multiplayer;Strategy,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2307.0,Screencheat,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2325.0,Fallout 3,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2342.0,Scribblenauts Unlimited,Adventure;Casual;Strategy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2343.0,Five Nights at Freddy's 3,Action;Indie;Simulation,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2356.0,Clicker Heroes,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
2385.0,Castle Story,Indie;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2389.0,The Escapists,Action;Adventure;Indie;Simulation;Strategy,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2399.0,Tales from the Borderlands,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400.0,Supreme Commander,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2425.0,The Banner Saga,Indie;RPG;Strategy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2434.0,GUILTY GEAR XX ACCENT CORE PLUS R,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440.0,Depth,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2462.0,Quake III Arena,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497.0,Thief,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502.0,Heroes of Might & Magic V,Strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2567.0,Max Payne,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578.0,Jet Set Radio,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583.0,CastleMiner Z,Violent;Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2584.0,Killing Floor,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592.0,System Shock 2,Action;RPG,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2600.0,60 Seconds!,Adventure;Casual;Indie;Simulation;Strategy,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
2608.0,Hatred,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2620.0,RIFT,Free to Play;Massively Multiplayer;RPG,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2627.0,Antichamber,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2636.0,Sid Meier's Pirates!,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2656.0,Vagante,Action;Adventure;Indie;RPG,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2657.0,Bastion,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2662.0,Software Inc.,Indie;Simulation;Strategy;Early Access,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
2674.0,Crawl,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2676.0,Insurgency,Action;Indie;Strategy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2713.0,Zuma Deluxe,Casual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2763.0,Freedom Planet,Action;Indie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2765.0,Planetbase,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2769.0,Just Cause 2,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772.0,eden*,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797.0,Saints Row 2,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802.0,Risen,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2816.0,Risen 3 - Titan Lords,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2817.0,Chaos on Deponia,Adventure;Indie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2820.0,FATE,Action;Adventure;RPG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2831.0,Stonehearth,Indie;Simulation;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2834.0,Mafia,Violent;Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2844.0,Risk of Rain,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2875.0,Legend of Grimrock 2,Adventure;Indie;RPG,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2881.0,Creativerse,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
2889.0,DEFCON,Indie;Strategy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2895.0,Her Story,Adventure;Indie;Simulation,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2958.0,ibb & obb,Action;Adventure;Indie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2971.0,The Darkness II,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978.0,Hatoful Boyfriend,Casual;Indie;Simulation,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3007.0,Tropico 5,RPG;Simulation;Strategy,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3013.0,Fable - The Lost Chapters,Action;Adventure;RPG,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3027.0,The Guild Gold Edition,Simulation;Strategy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3050.0,Surgeon Simulator,Action;Indie;Simulation,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3052.0,Shadow Warrior,Action;Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053.0,The Four Kings Casino and Slots,Casual;Free to Play;Massively Multiplayer;Simulation,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3062.0,Overlord II,RPG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3072.0,Quake II,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078.0,Mount & Blade,Indie;RPG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3086.0,Nuclear Throne,Action;Indie;RPG,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3120.0,Sanctum 2,Action;Indie;Strategy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3124.0,Braid,Casual;Indie;Strategy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3130.0,Hurtworld,Action;Adventure;Simulation;Early Access,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3133.0,Castle of Illusion,Adventure;Casual,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3162.0,Return to Castle Wolfenstein,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
